age,job,marital,education,balance,housing,loan,contact,day,month,duration
51,management,single,tertiary,-55,yes,no,cellular,11,may,281
34,self-employed,single,tertiary,462,no,no,cellular,21,aug,1877
24,unemployed,single,secondary,119,no,no,unknown,15,sep,51
45,technician,single,secondary,586,no,yes,cellular,28,jul,32
32,blue-collar,single,secondary,228,no,no,telephone,5,feb,176
77,retired,divorced,tertiary,4659,no,no,cellular,14,apr,161
41,blue-collar,married,primary,168,yes,no,cellular,18,nov,187
37,blue-collar,married,primary,0,yes,no,unknown,26,may,24
43,blue-collar,married,unknown,-715,yes,no,unknown,30,may,67
48,admin.,married,unknown,0,yes,no,cellular,8,may,85
27,technician,single,secondary,769,yes,no,unknown,9,may,317
33,management,single,tertiary,0,no,no,cellular,28,aug,236
29,admin.,single,secondary,428,yes,yes,cellular,7,may,54
34,management,single,tertiary,0,no,no,cellular,5,feb,71
52,management,married,tertiary,-970,yes,no,cellular,4,feb,489
60,management,married,unknown,6313,no,no,unknown,19,jun,39
32,management,divorced,tertiary,948,no,no,cellular,12,aug,204
32,management,single,tertiary,0,yes,no,cellular,22,jul,455
56,services,divorced,unknown,1877,yes,no,unknown,30,may,86
31,management,single,tertiary,874,yes,no,cellular,18,nov,190
42,admin.,married,secondary,323,yes,yes,unknown,8,may,280
35,management,married,tertiary,106,no,yes,cellular,11,aug,588
56,retired,married,primary,1906,no,yes,unknown,19,jun,45
48,technician,married,secondary,1152,yes,no,cellular,21,jul,168
46,admin.,married,secondary,179,yes,no,cellular,29,jan,194
37,technician,single,unknown,391,yes,no,unknown,8,may,103
41,entrepreneur,married,unknown,89,yes,no,unknown,6,may,333
36,management,single,tertiary,442,yes,yes,cellular,29,jul,102
45,unemployed,divorced,primary,-249,yes,yes,unknown,1,jul,92
55,entrepreneur,married,secondary,8104,no,no,cellular,6,feb,213
39,technician,married,secondary,501,no,no,unknown,26,may,289
35,technician,divorced,secondary,308,no,no,cellular,22,aug,77
55,admin.,married,secondary,602,no,no,cellular,1,jun,324
55,technician,married,secondary,273,yes,no,cellular,29,jan,84
27,self-employed,single,secondary,50,no,no,cellular,29,jan,168
34,technician,married,secondary,1641,yes,no,cellular,17,apr,380
34,blue-collar,married,tertiary,20,no,no,unknown,4,oct,10
25,admin.,single,secondary,4590,yes,no,unknown,28,may,199
41,admin.,single,secondary,-256,no,yes,unknown,9,may,35
43,services,married,secondary,978,yes,yes,unknown,26,may,82
28,management,single,tertiary,80,no,no,cellular,20,oct,676
31,admin.,single,secondary,2104,yes,no,unknown,3,jun,455
78,housemaid,married,secondary,499,no,no,telephone,16,mar,80
45,blue-collar,divorced,secondary,1269,yes,no,cellular,29,jan,549
48,technician,married,tertiary,310,no,no,unknown,6,may,135
32,blue-collar,single,secondary,1143,yes,yes,cellular,10,jul,412
42,technician,married,secondary,2980,no,no,unknown,20,jun,101
37,management,single,tertiary,37,no,no,cellular,28,jan,253
40,admin.,single,secondary,462,yes,yes,cellular,6,apr,272
32,admin.,married,secondary,1031,yes,no,cellular,17,jul,84
42,management,married,tertiary,9009,no,no,cellular,20,nov,135
43,admin.,married,secondary,-465,yes,yes,cellular,23,jul,166
44,admin.,married,secondary,5181,yes,yes,cellular,31,jul,18
37,admin.,married,secondary,176,yes,no,cellular,5,may,147
37,unknown,married,unknown,1699,no,no,unknown,9,jun,63
37,admin.,married,tertiary,0,yes,no,cellular,17,nov,65
28,technician,single,tertiary,172,yes,yes,cellular,2,feb,194
32,services,single,secondary,0,no,yes,cellular,11,jul,333
34,admin.,single,secondary,6979,yes,no,cellular,15,may,14
40,admin.,divorced,secondary,6,no,no,unknown,11,jun,140
34,services,married,secondary,-62,yes,no,unknown,16,jun,109
34,self-employed,married,tertiary,1972,yes,no,cellular,23,jul,61
34,admin.,married,tertiary,899,yes,no,telephone,19,nov,377
37,services,single,secondary,21,yes,no,cellular,2,feb,96
36,technician,married,secondary,23,yes,no,cellular,8,may,152
56,retired,married,secondary,-1206,yes,no,cellular,15,jun,382
49,blue-collar,married,primary,0,yes,yes,telephone,23,jul,97
33,self-employed,married,secondary,215,yes,no,cellular,29,jul,543
30,management,single,tertiary,1372,no,no,cellular,20,nov,240
36,services,married,secondary,1981,no,no,unknown,17,jun,48
23,student,single,secondary,9216,no,no,cellular,5,jun,471
57,retired,divorced,secondary,39,yes,no,cellular,30,jul,354
27,blue-collar,single,secondary,5563,yes,no,unknown,30,may,435
38,services,married,secondary,1,no,yes,cellular,21,nov,152
42,technician,married,tertiary,782,no,no,cellular,3,apr,285
75,retired,married,secondary,3771,no,no,telephone,15,apr,185
34,technician,single,tertiary,992,yes,no,cellular,4,may,301
48,technician,married,secondary,1526,no,no,cellular,6,aug,273
35,technician,single,tertiary,2658,yes,no,cellular,19,aug,768
39,management,divorced,tertiary,1315,yes,no,cellular,19,nov,1337
29,blue-collar,single,tertiary,455,no,no,telephone,21,apr,403
45,technician,single,tertiary,0,yes,no,cellular,18,nov,139
42,technician,married,secondary,2030,yes,yes,cellular,9,jul,196
29,technician,married,secondary,1599,yes,no,cellular,8,jul,115
38,services,single,secondary,-196,yes,no,cellular,2,feb,60
56,retired,married,secondary,1333,no,no,cellular,28,aug,17
36,technician,single,secondary,9149,yes,no,cellular,13,aug,141
25,blue-collar,single,secondary,-350,yes,no,unknown,23,jun,95
38,technician,married,tertiary,432,yes,no,cellular,15,may,10
57,self-employed,married,secondary,11494,no,no,cellular,19,nov,198
31,management,married,tertiary,-253,no,no,cellular,12,aug,220
42,management,married,tertiary,372,yes,no,cellular,3,aug,654
45,technician,married,secondary,1410,no,no,cellular,11,aug,71
30,blue-collar,married,secondary,975,yes,no,cellular,13,may,256
49,blue-collar,married,primary,305,yes,yes,telephone,10,jul,834
49,services,married,secondary,400,no,no,cellular,21,aug,151
53,retired,married,tertiary,-22,yes,no,cellular,31,jul,20
37,technician,married,secondary,4030,yes,no,unknown,26,may,178
49,blue-collar,married,primary,365,no,no,unknown,26,may,59
41,self-employed,married,primary,204,no,no,cellular,13,aug,111
54,management,married,primary,1691,yes,no,cellular,20,nov,186
32,services,single,secondary,406,yes,no,unknown,6,may,227
33,technician,married,secondary,-204,no,no,cellular,15,may,297
33,technician,married,secondary,359,yes,no,cellular,20,apr,210
36,blue-collar,married,primary,123,yes,no,cellular,18,may,9
35,technician,married,tertiary,0,yes,yes,cellular,23,sep,112
52,unknown,married,secondary,142,no,no,cellular,25,aug,112
40,entrepreneur,married,tertiary,3571,no,no,unknown,9,jun,222
44,technician,single,secondary,33,yes,no,cellular,13,may,195
45,blue-collar,single,secondary,0,yes,no,cellular,26,jul,768
30,student,single,secondary,3096,no,no,cellular,26,jan,123
48,technician,divorced,secondary,20,no,no,cellular,27,aug,145
33,blue-collar,married,secondary,3576,yes,no,cellular,2,apr,124
57,technician,married,unknown,206,yes,no,unknown,5,may,216
57,housemaid,married,primary,7082,no,no,unknown,6,jun,69
51,unemployed,married,tertiary,1634,yes,no,cellular,22,jul,168
34,admin.,single,secondary,1,yes,no,cellular,22,jul,483
50,self-employed,married,tertiary,4012,no,no,cellular,19,nov,690
44,management,married,tertiary,3762,no,no,cellular,28,aug,125
27,admin.,married,secondary,-247,yes,yes,unknown,4,jun,344
50,blue-collar,married,secondary,606,yes,no,unknown,14,may,673
36,management,married,tertiary,0,yes,no,cellular,28,jan,60
42,management,married,secondary,-189,yes,no,unknown,12,may,247
32,unemployed,single,secondary,0,no,no,cellular,27,may,123
42,management,married,tertiary,484,yes,no,cellular,11,jul,144
43,technician,married,secondary,0,no,yes,cellular,8,may,9
31,management,married,tertiary,395,yes,no,cellular,9,feb,155
32,management,married,tertiary,2349,no,no,cellular,14,aug,134
55,blue-collar,divorced,primary,410,no,yes,cellular,11,jul,221
58,retired,married,primary,3401,yes,no,cellular,3,feb,84
46,blue-collar,married,primary,222,no,no,cellular,8,aug,71
55,blue-collar,married,secondary,989,yes,yes,unknown,23,may,246
34,management,married,tertiary,415,no,yes,cellular,23,jul,361
28,unemployed,single,secondary,16,no,no,cellular,12,aug,119
42,technician,divorced,tertiary,7190,yes,no,cellular,29,jul,375
29,blue-collar,single,secondary,482,no,yes,cellular,10,jul,1097
54,housemaid,married,secondary,209,yes,yes,cellular,25,jul,97
32,technician,single,secondary,0,no,no,cellular,26,aug,181
39,technician,single,tertiary,5803,no,no,cellular,2,feb,83
53,entrepreneur,married,tertiary,624,no,yes,cellular,21,jul,180
58,technician,married,tertiary,883,no,no,cellular,18,aug,543
40,self-employed,married,secondary,1516,yes,yes,unknown,23,may,373
29,student,single,secondary,872,yes,no,unknown,7,may,230
33,technician,married,tertiary,-988,yes,yes,cellular,15,jul,83
38,admin.,single,secondary,902,yes,no,telephone,31,jul,58
56,services,divorced,secondary,1007,no,no,cellular,29,jul,88
40,services,married,secondary,0,yes,no,cellular,2,jun,297
24,blue-collar,single,secondary,174,yes,yes,cellular,18,may,487
46,management,married,secondary,12186,no,no,unknown,20,jun,29
35,self-employed,married,secondary,524,yes,no,cellular,21,nov,484
35,blue-collar,single,tertiary,0,yes,no,cellular,21,jul,262
34,technician,married,secondary,4,yes,no,unknown,15,may,644
35,housemaid,married,tertiary,11219,no,no,cellular,12,aug,699
38,technician,single,tertiary,0,no,no,cellular,28,aug,247
50,blue-collar,married,primary,5776,no,no,cellular,18,nov,49
51,blue-collar,divorced,primary,37,yes,no,cellular,13,may,341
59,self-employed,married,tertiary,593,no,no,unknown,13,may,64
32,blue-collar,married,secondary,1148,yes,no,cellular,20,apr,121
37,blue-collar,single,secondary,3561,yes,no,unknown,2,jun,98
42,admin.,divorced,secondary,63,no,no,unknown,16,may,88
40,student,married,secondary,260,no,no,unknown,20,jun,197
28,technician,single,tertiary,2269,yes,no,unknown,9,may,331
47,admin.,married,secondary,1060,yes,no,unknown,6,jun,83
27,self-employed,married,secondary,-220,yes,no,unknown,26,may,138
41,management,married,tertiary,49,yes,no,cellular,17,jul,312
34,admin.,married,tertiary,69,no,yes,cellular,4,aug,120
50,blue-collar,married,primary,4108,yes,no,cellular,7,aug,526
47,blue-collar,married,secondary,480,yes,no,unknown,28,may,211
53,services,married,secondary,4994,no,no,cellular,18,aug,62
53,technician,divorced,secondary,0,yes,yes,cellular,15,jul,135
47,management,married,tertiary,3681,no,no,cellular,14,aug,101
49,entrepreneur,divorced,unknown,-701,yes,no,cellular,30,jul,988
29,management,married,tertiary,451,no,no,cellular,28,jan,451
45,blue-collar,divorced,primary,-311,yes,no,unknown,23,may,1030
38,entrepreneur,married,secondary,593,yes,yes,cellular,24,jul,1484
32,blue-collar,married,secondary,759,yes,no,cellular,9,apr,317
70,retired,divorced,primary,4531,no,no,cellular,18,may,445
65,retired,divorced,primary,1840,no,no,cellular,1,jun,383
56,blue-collar,married,secondary,345,yes,no,telephone,22,jul,605
35,blue-collar,married,secondary,1287,yes,no,cellular,14,jul,330
56,management,married,unknown,353,no,yes,cellular,25,jul,171
56,technician,married,secondary,205,no,yes,cellular,23,jul,442
49,entrepreneur,married,secondary,687,yes,no,cellular,17,apr,772
38,unemployed,married,primary,1147,yes,yes,unknown,8,may,249
35,management,married,tertiary,4286,yes,no,unknown,9,may,357
38,admin.,married,tertiary,605,no,no,cellular,18,nov,147
49,blue-collar,married,secondary,8545,yes,yes,cellular,6,may,199
55,management,married,unknown,559,no,no,cellular,28,jan,271
43,blue-collar,single,primary,2,yes,no,cellular,30,jul,783
43,management,married,tertiary,2,no,yes,cellular,20,aug,472
25,admin.,single,tertiary,760,yes,no,cellular,27,may,223
30,blue-collar,married,primary,1317,yes,no,unknown,21,may,395
46,blue-collar,married,secondary,182,no,no,cellular,4,feb,56
50,admin.,married,primary,276,no,yes,unknown,17,jun,641
35,entrepreneur,married,secondary,2971,no,no,cellular,4,may,429
26,unemployed,single,secondary,1064,no,no,unknown,31,may,113
45,admin.,married,unknown,1783,no,no,unknown,20,jun,11
37,blue-collar,married,secondary,-67,no,no,cellular,2,feb,157
60,self-employed,single,tertiary,179,no,yes,cellular,29,jul,79
38,management,married,tertiary,1199,no,no,cellular,4,aug,178
47,blue-collar,married,primary,214,yes,yes,unknown,9,jun,168
33,technician,married,secondary,6699,no,no,cellular,9,nov,425
51,unemployed,married,secondary,1760,no,yes,cellular,19,nov,162
35,entrepreneur,single,tertiary,145,yes,no,cellular,18,jul,799
35,unemployed,married,secondary,978,no,no,cellular,29,dec,1370
48,admin.,single,secondary,1150,yes,no,unknown,28,may,357
37,admin.,married,secondary,121,no,no,cellular,22,jul,22
29,technician,single,tertiary,828,yes,no,cellular,16,apr,215
34,admin.,married,secondary,244,yes,no,cellular,31,jul,56
32,services,married,primary,228,yes,no,cellular,21,jul,1017
30,management,single,tertiary,424,no,no,cellular,16,apr,298
47,management,divorced,tertiary,447,no,yes,unknown,7,may,126
33,blue-collar,married,primary,-195,no,no,unknown,20,sep,9
33,management,single,tertiary,1410,yes,no,cellular,5,feb,8
63,retired,married,primary,1084,no,no,cellular,14,oct,201
51,self-employed,divorced,primary,10924,no,no,cellular,6,may,106
41,management,married,tertiary,832,yes,yes,cellular,21,nov,164
56,retired,married,tertiary,478,no,no,cellular,5,feb,97
60,management,single,tertiary,0,no,yes,cellular,23,jul,151
41,self-employed,single,tertiary,3950,yes,no,unknown,30,may,96
37,management,single,unknown,504,yes,no,cellular,16,apr,555
36,blue-collar,single,secondary,219,yes,yes,cellular,11,may,270
57,management,married,tertiary,1602,no,no,cellular,29,jul,339
55,management,married,primary,2587,no,no,cellular,4,sep,328
44,admin.,married,secondary,0,yes,yes,unknown,16,may,159
47,self-employed,married,tertiary,2303,yes,no,cellular,6,may,323
31,blue-collar,married,secondary,1660,yes,no,cellular,20,apr,342
35,management,married,tertiary,32,yes,no,cellular,21,nov,180
39,management,married,tertiary,278,no,yes,cellular,28,jul,60
50,management,married,tertiary,4,no,no,cellular,17,nov,223
29,management,married,tertiary,318,yes,no,cellular,18,may,1434
30,services,single,secondary,209,yes,no,unknown,6,may,30
46,services,married,secondary,271,yes,no,unknown,16,may,134
27,management,single,unknown,3196,no,no,cellular,9,feb,10
48,admin.,divorced,secondary,4099,no,no,cellular,2,apr,397
26,student,single,secondary,2572,yes,no,cellular,5,may,620
36,management,single,tertiary,339,no,no,cellular,21,nov,6
42,blue-collar,married,primary,0,yes,yes,cellular,7,may,209
50,housemaid,married,primary,395,yes,no,unknown,15,may,419
49,blue-collar,married,secondary,2039,yes,no,cellular,18,nov,283
45,management,married,tertiary,5450,no,no,cellular,8,aug,188
23,student,single,secondary,780,no,no,cellular,16,sep,267
38,technician,single,secondary,0,yes,no,cellular,7,apr,196
32,management,single,tertiary,8436,yes,no,cellular,17,apr,245
60,technician,single,primary,11262,no,no,cellular,26,aug,323
30,entrepreneur,married,secondary,946,yes,no,cellular,19,nov,1065
58,housemaid,married,tertiary,497,no,no,unknown,11,jun,138
60,retired,married,primary,55,no,no,cellular,4,jun,207
38,services,married,secondary,-140,no,no,unknown,25,jun,456
51,technician,married,secondary,-379,yes,no,cellular,5,aug,261
42,admin.,married,secondary,-396,yes,no,cellular,11,may,80
30,services,single,secondary,0,yes,no,cellular,18,may,131
40,management,married,primary,733,yes,no,unknown,6,jun,94
37,management,married,tertiary,393,yes,no,cellular,14,may,567
53,technician,divorced,primary,7290,yes,no,unknown,30,may,153
27,services,single,secondary,468,yes,no,cellular,13,may,109
39,blue-collar,married,secondary,0,yes,no,cellular,30,apr,53
39,blue-collar,married,primary,3705,yes,no,unknown,16,jun,77
59,retired,married,tertiary,9676,no,no,telephone,27,mar,234
37,services,married,secondary,1328,yes,no,telephone,13,may,121
41,blue-collar,married,primary,8,yes,no,cellular,15,jul,155
45,blue-collar,married,primary,61,no,no,cellular,17,apr,108
48,management,married,tertiary,6613,no,no,unknown,17,jun,159
